zip_code,state,county,city,population,population_density,median_household_income,average_household_income,median_age,poverty_rate,unemployment_rate,land_area_sq_mi,geoid
12189,New York,,,18656.0,,,,,,,,
12190,New York,,,671.0,,,,,,,,
12192,New York,,,1077.0,,,,,,,,
12193,New York,,,1746.0,,,,,,,,
12194,New York,,,162.0,,,,,,,,
12195,New York,,,162.0,,,,,,,,
12196,New York,,,3880.0,,,,,,,,
12197,New York,,,2298.0,,,,,,,,
12198,New York,,,6796.0,,,,,,,,
12202,New York,,,10166.0,,,,,,,,
12203,New York,,,30771.0,,,,,,,,
12204,New York,,,7812.0,,,,,,,,
12205,New York,,,25838.0,,,,,,,,
12206,New York,,,14572.0,,,,,,,,
12207,New York,,,1988.0,,,,,,,,
12208,New York,,,23289.0,,,,,,,,
12209,New York,,,10626.0,,,,,,,,
12210,New York,,,10297.0,,,,,,,,
12211,New York,,,14383.0,,,,,,,,
12222,New York,,,6889.0,,,,,,,,
12226,New York,,,0.0,,,,,,,,
12302,New York,,,28031.0,,,,,,,,
12303,New York,,,29360.0,,,,,,,,
12304,New York,,,22403.0,,,,,,,,
12305,New York,,,7356.0,,,,,,,,
12306,New York,,,27865.0,,,,,,,,
12307,New York,,,7050.0,,,,,,,,
12308,New York,,,15511.0,,,,,,,,
12309,New York,,,33246.0,,,,,,,,
12401,New York,,,35136.0,,,,,,,,
12404,New York,,,3935.0,,,,,,,,
12405,New York,,,447.0,,,,,,,,
12406,New York,,,644.0,,,,,,,,
12407,New York,,,215.0,,,,,,,,
12409,New York,,,865.0,,,,,,,,
12410,New York,,,343.0,,,,,,,,
12411,New York,,,325.0,,,,,,,,
12412,New York,,,475.0,,,,,,,,
12413,New York,,,3368.0,,,,,,,,
12414,New York,,,10169.0,,,,,,,,
12416,New York,,,106.0,,,,,,,,
12417,New York,,,828.0,,,,,,,,
12418,New York,,,427.0,,,,,,,,
12419,New York,,,1081.0,,,,,,,,
12420,New York,,,381.0,,,,,,,,
12421,New York,,,261.0,,,,,,,,
12422,New York,,,399.0,,,,,,,,
12423,New York,,,970.0,,,,,,,,
12424,New York,,,239.0,,,,,,,,
12427,New York,,,935.0,,,,,,,,
12428,New York,,,6995.0,,,,,,,,
12429,New York,,,185.0,,,,,,,,
12430,New York,,,1253.0,,,,,,,,
12431,New York,,,1909.0,,,,,,,,
12432,New York,,,697.0,,,,,,,,
12433,New York,,,470.0,,,,,,,,
12434,New York,,,944.0,,,,,,,,
12435,New York,,,209.0,,,,,,,,
12436,New York,,,607.0,,,,,,,,
12438,New York,,,190.0,,,,,,,,
12439,New York,,,384.0,,,,,,,,
12440,New York,,,1826.0,,,,,,,,
12441,New York,,,106.0,,,,,,,,
12442,New York,,,537.0,,,,,,,,
12443,New York,,,3559.0,,,,,,,,
12444,New York,,,576.0,,,,,,,,
12446,New York,,,5414.0,,,,,,,,
12448,New York,,,207.0,,,,,,,,
12449,New York,,,3010.0,,,,,,,,
12450,New York,,,215.0,,,,,,,,
12451,New York,,,909.0,,,,,,,,
12452,New York,,,33.0,,,,,,,,
12453,New York,,,241.0,,,,,,,,
12454,New York,,,266.0,,,,,,,,
12455,New York,,,1689.0,,,,,,,,
12456,New York,,,390.0,,,,,,,,
12457,New York,,,1041.0,,,,,,,,
12458,New York,,,3074.0,,,,,,,,
12459,New York,,,30.0,,,,,,,,
12460,New York,,,152.0,,,,,,,,
12461,New York,,,1604.0,,,,,,,,
12463,New York,,,1373.0,,,,,,,,
12464,New York,,,1033.0,,,,,,,,
12465,New York,,,255.0,,,,,,,,
12466,New York,,,1981.0,,,,,,,,
12468,New York,,,1329.0,,,,,,,,
12469,New York,,,798.0,,,,,,,,
12470,New York,,,618.0,,,,,,,,
12471,New York,,,237.0,,,,,,,,
12472,New York,,,1146.0,,,,,,,,
12473,New York,,,831.0,,,,,,,,
12474,New York,,,857.0,,,,,,,,
12475,New York,,,557.0,,,,,,,,
12477,New York,,,19066.0,,,,,,,,
12480,New York,,,510.0,,,,,,,,
12481,New York,,,1247.0,,,,,,,,
12482,New York,,,619.0,,,,,,,,
12483,New York,,,45.0,,,,,,,,
12484,New York,,,3155.0,,,,,,,,
12485,New York,,,1021.0,,,,,,,,
12486,New York,,,1440.0,,,,,,,,
12487,New York,,,4035.0,,,,,,,,
12489,New York,,,93.0,,,,,,,,
12490,New York,,,0.0,,,,,,,,
12491,New York,,,1981.0,,,,,,,,
12492,New York,,,298.0,,,,,,,,
12493,New York,,,526.0,,,,,,,,
12494,New York,,,934.0,,,,,,,,
12495,New York,,,277.0,,,,,,,,
12496,New York,,,1164.0,,,,,,,,
12498,New York,,,4572.0,,,,,,,,
12501,New York,,,2476.0,,,,,,,,
12502,New York,,,984.0,,,,,,,,
12503,New York,,,732.0,,,,,,,,
12504,New York,,,961.0,,,,,,,,
12507,New York,,,227.0,,,,,,,,
12508,New York,,,19566.0,,,,,,,,
12512,New York,,,194.0,,,,,,,,
12513,New York,,,228.0,,,,,,,,
12514,New York,,,3107.0,,,,,,,,
12515,New York,,,1492.0,,,,,,,,
12516,New York,,,1925.0,,,,,,,,
12517,New York,,,187.0,,,,,,,,
12518,New York,,,6114.0,,,,,,,,
12520,New York,,,3081.0,,,,,,,,
12521,New York,,,2056.0,,,,,,,,
12522,New York,,,4959.0,,,,,,,,
12523,New York,,,1908.0,,,,,,,,
12524,New York,,,15026.0,,,,,,,,
12525,New York,,,2749.0,,,,,,,,
12526,New York,,,3548.0,,,,,,,,
12527,New York,,,40.0,,,,,,,,
12528,New York,,,13827.0,,,,,,,,
12529,New York,,,2410.0,,,,,,,,
12530,New York,,,270.0,,,,,,,,
12531,New York,,,2337.0,,,,,,,,
12533,New York,,,27325.0,,,,,,,,
12534,New York,,,17176.0,,,,,,,,
12538,New York,,,14391.0,,,,,,,,
12540,New York,,,8856.0,,,,,,,,
12542,New York,,,5612.0,,,,,,,,
12543,New York,,,3190.0,,,,,,,,
12544,New York,,,127.0,,,,,,,,
12545,New York,,,4338.0,,,,,,,,
12546,New York,,,2706.0,,,,,,,,
12547,New York,,,3144.0,,,,,,,,
12548,New York,,,1064.0,,,,,,,,
12549,New York,,,10745.0,,,,,,,,
12550,New York,,,55152.0,,,,,,,,
12553,New York,,,27384.0,,,,,,,,
12561,New York,,,19830.0,,,,,,,,
12563,New York,,,7304.0,,,,,,,,
12564,New York,,,7734.0,,,,,,,,
12565,New York,,,1439.0,,,,,,,,
12566,New York,,,10269.0,,,,,,,,
12567,New York,,,2695.0,,,,,,,,
12569,New York,,,9837.0,,,,,,,,
12570,New York,,,6698.0,,,,,,,,
12571,New York,,,10108.0,,,,,,,,
12572,New York,,,8869.0,,,,,,,,
12574,New York,,,619.0,,,,,,,,
12575,New York,,,1600.0,,,,,,,,
12577,New York,,,1942.0,,,,,,,,
12578,New York,,,2249.0,,,,,,,,
12580,New York,,,4542.0,,,,,,,,
12581,New York,,,1914.0,,,,,,,,
12582,New York,,,5786.0,,,,,,,,
12583,New York,,,1994.0,,,,,,,,
12585,New York,,,1144.0,,,,,,,,
12586,New York,,,12971.0,,,,,,,,
12589,New York,,,18646.0,,,,,,,,
12590,New York,,,35712.0,,,,,,,,
12592,New York,,,1226.0,,,,,,,,
12594,New York,,,4222.0,,,,,,,,
12601,New York,,,44164.0,,,,,,,,
12603,New York,,,42304.0,,,,,,,,
12604,New York,,,2316.0,,,,,,,,
12701,New York,,,12197.0,,,,,,,,
12719,New York,,,1339.0,,,,,,,,
12720,New York,,,447.0,,,,,,,,
12721,New York,,,7359.0,,,,,,,,
12722,New York,,,0.0,,,,,,,,
12723,New York,,,1923.0,,,,,,,,
12724,New York,,,60.0,,,,,,,,
12725,New York,,,403.0,,,,,,,,
12726,New York,,,1168.0,,,,,,,,
12729,New York,,,1203.0,,,,,,,,
12732,New York,,,776.0,,,,,,,,
12733,New York,,,1865.0,,,,,,,,
12734,New York,,,950.0,,,,,,,,
12736,New York,,,145.0,,,,,,,,
12737,New York,,,1513.0,,,,,,,,
12738,New York,,,423.0,,,,,,,,
12740,New York,,,1732.0,,,,,,,,
12741,New York,,,222.0,,,,,,,,
12742,New York,,,253.0,,,,,,,,
12743,New York,,,279.0,,,,,,,,
12745,New York,,,20.0,,,,,,,,
12746,New York,,,778.0,,,,,,,,
12747,New York,,,2234.0,,,,,,,,
12748,New York,,,1518.0,,,,,,,,
12749,New York,,,419.0,,,,,,,,
12750,New York,,,33.0,,,,,,,,
12751,New York,,,1407.0,,,,,,,,
12752,New York,,,309.0,,,,,,,,
12754,New York,,,8296.0,,,,,,,,
12758,New York,,,4025.0,,,,,,,,
12759,New York,,,1619.0,,,,,,,,
12760,New York,,,367.0,,,,,,,,
12762,New York,,,394.0,,,,,,,,
12763,New York,,,890.0,,,,,,,,
12764,New York,,,1861.0,,,,,,,,
12765,New York,,,873.0,,,,,,,,
12766,New York,,,535.0,,,,,,,,
12767,New York,,,156.0,,,,,,,,
12768,New York,,,857.0,,,,,,,,
12769,New York,,,325.0,,,,,,,,
12770,New York,,,145.0,,,,,,,,
12771,New York,,,14049.0,,,,,,,,
12775,New York,,,2623.0,,,,,,,,
12776,New York,,,2073.0,,,,,,,,
12777,New York,,,695.0,,,,,,,,
12778,New York,,,707.0,,,,,,,,
12779,New York,,,2205.0,,,,,,,,
12780,New York,,,2346.0,,,,,,,,
12781,New York,,,177.0,,,,,,,,
12783,New York,,,1060.0,,,,,,,,
12784,New York,,,0.0,,,,,,,,
12785,New York,,,917.0,,,,,,,,
12786,New York,,,610.0,,,,,,,,
12787,New York,,,192.0,,,,,,,,
12788,New York,,,3037.0,,,,,,,,
12789,New York,,,2594.0,,,,,,,,
12790,New York,,,4537.0,,,,,,,,
12791,New York,,,763.0,,,,,,,,
12792,New York,,,163.0,,,,,,,,
12801,New York,,,14628.0,,,,,,,,
12803,New York,,,9712.0,,,,,,,,
12804,New York,,,28208.0,,,,,,,,
12808,New York,,,284.0,,,,,,,,
12809,New York,,,3669.0,,,,,,,,
12810,New York,,,471.0,,,,,,,,
12811,New York,,,181.0,,,,,,,,
12812,New York,,,265.0,,,,,,,,
12814,New York,,,1168.0,,,,,,,,
12815,New York,,,1140.0,,,,,,,,
12816,New York,,,4824.0,,,,,,,,
12817,New York,,,2168.0,,,,,,,,
12819,New York,,,350.0,,,,,,,,
12820,New York,,,10.0,,,,,,,,
12821,New York,,,2124.0,,,,,,,,
12822,New York,,,6284.0,,,,,,,,
12823,New York,,,597.0,,,,,,,,
12824,New York,,,1143.0,,,,,,,,
12827,New York,,,3716.0,,,,,,,,
12828,New York,,,9230.0,,,,,,,,
12831,New York,,,18025.0,,,,,,,,
12832,New York,,,6153.0,,,,,,,,
12833,New York,,,5316.0,,,,,,,,
12834,New York,,,6039.0,,,,,,,,
12835,New York,,,2708.0,,,,,,,,
12836,New York,,,498.0,,,,,,,,
12837,New York,,,1021.0,,,,,,,,
12838,New York,,,734.0,,,,,,,,
12839,New York,,,13541.0,,,,,,,,
12841,New York,,,74.0,,,,,,,,
12842,New York,,,995.0,,,,,,,,
12843,New York,,,461.0,,,,,,,,
12844,New York,,,172.0,,,,,,,,
12845,New York,,,4370.0,,,,,,,,
12846,New York,,,3013.0,,,,,,,,
12847,New York,,,740.0,,,,,,,,
12849,New York,,,371.0,,,,,,,,
12850,New York,,,2537.0,,,,,,,,
12851,New York,,,275.0,,,,,,,,
12852,New York,,,490.0,,,,,,,,
12853,New York,,,1235.0,,,,,,,,
12854,New York,,,86.0,,,,,,,,
12855,New York,,,208.0,,,,,,,,
12856,New York,,,260.0,,,,,,,,
12857,New York,,,606.0,,,,,,,,
12858,New York,,,118.0,,,,,,,,
12859,New York,,,1622.0,,,,,,,,
12860,New York,,,419.0,,,,,,,,
12861,New York,,,501.0,,,,,,,,
12862,New York,,,127.0,,,,,,,,
12863,New York,,,910.0,,,,,,,,
12864,New York,,,8.0,,,,,,,,
12865,New York,,,3356.0,,,,,,,,
12866,New York,,,40057.0,,,,,,,,
12870,New York,,,1756.0,,,,,,,,
12871,New York,,,3813.0,,,,,,,,
12872,New York,,,22.0,,,,,,,,
12873,New York,,,886.0,,,,,,,,
12874,New York,,,205.0,,,,,,,,
12878,New York,,,819.0,,,,,,,,
12883,New York,,,4744.0,,,,,,,,
12884,New York,,,538.0,,,,,,,,
12885,New York,,,4444.0,,,,,,,,
12886,New York,,,215.0,,,,,,,,
12887,New York,,,4691.0,,,,,,,,
12901,New York,,,31447.0,,,,,,,,
12903,New York,,,1824.0,,,,,,,,
12910,New York,,,1890.0,,,,,,,,
12911,New York,,,41.0,,,,,,,,
12912,New York,,,1682.0,,,,,,,,
12913,New York,,,989.0,,,,,,,,
12914,New York,,,711.0,,,,,,,,
12915,New York,,,55.0,,,,,,,,
12916,New York,,,2143.0,,,,,,,,
12917,New York,,,1221.0,,,,,,,,
12918,New York,,,2412.0,,,,,,,,
12919,New York,,,2961.0,,,,,,,,
12920,New York,,,2624.0,,,,,,,,
12921,New York,,,2304.0,,,,,,,,
12922,New York,,,44.0,,,,,,,,
12923,New York,,,532.0,,,,,,,,
12924,New York,,,333.0,,,,,,,,
12926,New York,,,2371.0,,,,,,,,
12927,New York,,,318.0,,,,,,,,
12928,New York,,,1984.0,,,,,,,,
12929,New York,,,2684.0,,,,,,,,
12930,New York,,,897.0,,,,,,,,
12932,New York,,,1278.0,,,,,,,,
12933,New York,,,7.0,,,,,,,,
12934,New York,,,1120.0,,,,,,,,
12935,New York,,,1180.0,,,,,,,,
12936,New York,,,691.0,,,,,,,,
12937,New York,,,1300.0,,,,,,,,
12939,New York,,,173.0,,,,,,,,
12941,New York,,,1487.0,,,,,,,,
12942,New York,,,450.0,,,,,,,,
12943,New York,,,260.0,,,,,,,,
12944,New York,,,3910.0,,,,,,,,
12945,New York,,,391.0,,,,,,,,
12946,New York,,,4872.0,,,,,,,,
12950,New York,,,628.0,,,,,,,,
12952,New York,,,286.0,,,,,,,,
12953,New York,,,12893.0,,,,,,,,
12955,New York,,,503.0,,,,,,,,
12956,New York,,,1271.0,,,,,,,,
12957,New York,,,1781.0,,,,,,,,
12958,New York,,,1827.0,,,,,,,,
12959,New York,,,1627.0,,,,,,,,
12960,New York,,,1143.0,,,,,,,,
12961,New York,,,22.0,,,,,,,,
12962,New York,,,5654.0,,,,,,,,
12964,New York,,,73.0,,,,,,,,
12965,New York,,,363.0,,,,,,,,
12966,New York,,,2656.0,,,,,,,,
12967,New York,,,1263.0,,,,,,,,
12969,New York,,,279.0,,,,,,,,
12970,New York,,,1084.0,,,,,,,,
12972,New York,,,6895.0,,,,,,,,
12973,New York,,,154.0,,,,,,,,
12974,New York,,,1617.0,,,,,,,,
12975,New York,,,78.0,,,,,,,,
12976,New York,,,137.0,,,,,,,,
12977,New York,,,1213.0,,,,,,,,
12978,New York,,,340.0,,,,,,,,
12979,New York,,,2465.0,,,,,,,,
12980,New York,,,1075.0,,,,,,,,
12981,New York,,,2259.0,,,,,,,,
12983,New York,,,7296.0,,,,,,,,
12985,New York,,,755.0,,,,,,,,
12986,New York,,,5326.0,,,,,,,,
12987,New York,,,119.0,,,,,,,,
12989,New York,,,1110.0,,,,,,,,
12992,New York,,,4615.0,,,,,,,,
12993,New York,,,1926.0,,,,,,,,
12996,New York,,,1903.0,,,,,,,,
12997,New York,,,1251.0,,,,,,,,
12998,New York,,,399.0,,,,,,,,
13020,New York,,,86.0,,,,,,,,
13021,New York,,,37247.0,,,,,,,,
13024,New York,,,1230.0,,,,,,,,
13026,New York,,,1619.0,,,,,,,,
13027,New York,,,35088.0,,,,,,,,
13028,New York,,,1162.0,,,,,,,,
13029,New York,,,7725.0,,,,,,,,
13030,New York,,,3635.0,,,,,,,,
13031,New York,,,16285.0,,,,,,,,
13032,New York,,,12850.0,,,,,,,,
13033,New York,,,3732.0,,,,,,,,
13034,New York,,,2029.0,,,,,,,,
13035,New York,,,8428.0,,,,,,,,
13036,New York,,,8616.0,,,,,,,,
13037,New York,,,9607.0,,,,,,,,
13039,New York,,,16951.0,,,,,,,,
13040,New York,,,2595.0,,,,,,,,
13041,New York,,,12330.0,,,,,,,,
13042,New York,,,1960.0,,,,,,,,
13044,New York,,,2643.0,,,,,,,,
13045,New York,,,28361.0,,,,,,,,
13051,New York,,,47.0,,,,,,,,
13052,New York,,,1759.0,,,,,,,,
13053,New York,,,4794.0,,,,,,,,
13054,New York,,,1334.0,,,,,,,,
13057,New York,,,14253.0,,,,,,,,
13060,New York,,,2725.0,,,,,,,,
13061,New York,,,668.0,,,,,,,,
13062,New York,,,195.0,,,,,,,,
13063,New York,,,1624.0,,,,,,,,
13065,New York,,,80.0,,,,,,,,
13066,New York,,,12504.0,,,,,,,,
13068,New York,,,4592.0,,,,,,,,
13069,New York,,,22810.0,,,,,,,,
13071,New York,,,796.0,,,,,,,,
13072,New York,,,840.0,,,,,,,,
13073,New York,,,6054.0,,,,,,,,
13074,New York,,,4496.0,,,,,,,,
13076,New York,,,2778.0,,,,,,,,
13077,New York,,,6405.0,,,,,,,,
13078,New York,,,10119.0,,,,,,,,
13080,New York,,,3313.0,,,,,,,,
13081,New York,,,1122.0,,,,,,,,
13082,New York,,,4314.0,,,,,,,,
13083,New York,,,1835.0,,,,,,,,
13084,New York,,,4159.0,,,,,,,,
13087,New York,,,116.0,,,,,,,,
13088,New York,,,22073.0,,,,,,,,
13090,New York,,,29004.0,,,,,,,,
13092,New York,,,2689.0,,,,,,,,
13101,New York,,,2358.0,,,,,,,,
13102,New York,,,36.0,,,,,,,,
13103,New York,,,224.0,,,,,,,,
13104,New York,,,16168.0,,,,,,,,
13108,New York,,,6093.0,,,,,,,,
13110,New York,,,2494.0,,,,,,,,
13111,New York,,,1463.0,,,,,,,,
13112,New York,,,2140.0,,,,,,,,
13113,New York,,,56.0,,,,,,,,
13114,New York,,,7214.0,,,,,,,,
13115,New York,,,127.0,,,,,,,,
13116,New York,,,3653.0,,,,,,,,
13117,New York,,,132.0,,,,,,,,
13118,New York,,,5591.0,,,,,,,,
13119,New York,,,0.0,,,,,,,,
13120,New York,,,1625.0,,,,,,,,
13121,New York,,,0.0,,,,,,,,
13122,New York,,,1257.0,,,,,,,,
13123,New York,,,90.0,,,,,,,,
13124,New York,,,88.0,,,,,,,,
13126,New York,,,36495.0,,,,,,,,
13131,New York,,,2880.0,,,,,,,,
13132,New York,,,3626.0,,,,,,,,
13134,New York,,,113.0,,,,,,,,
13135,New York,,,6515.0,,,,,,,,
13136,New York,,,406.0,,,,,,,,
13138,New York,,,157.0,,,,,,,,
13140,New York,,,3959.0,,,,,,,,
13141,New York,,,652.0,,,,,,,,
13142,New York,,,6365.0,,,,,,,,
13143,New York,,,2504.0,,,,,,,,
13144,New York,,,1219.0,,,,,,,,
13145,New York,,,2028.0,,,,,,,,
13146,New York,,,2085.0,,,,,,,,
13147,New York,,,1236.0,,,,,,,,
13148,New York,,,10749.0,,,,,,,,
13152,New York,,,7681.0,,,,,,,,
13153,New York,,,403.0,,,,,,,,
13154,New York,,,65.0,,,,,,,,
13155,New York,,,669.0,,,,,,,,
13156,New York,,,2156.0,,,,,,,,
13157,New York,,,529.0,,,,,,,,
13158,New York,,,1217.0,,,,,,,,
13159,New York,,,5204.0,,,,,,,,
13160,New York,,,2444.0,,,,,,,,
13162,New York,,,193.0,,,,,,,,
13163,New York,,,286.0,,,,,,,,
13164,New York,,,2904.0,,,,,,,,
13165,New York,,,9458.0,,,,,,,,
13166,New York,,,5622.0,,,,,,,,
13167,New York,,,3215.0,,,,,,,,
13202,New York,,,7098.0,,,,,,,,
13203,New York,,,16180.0,,,,,,,,
13204,New York,,,19440.0,,,,,,,,
13205,New York,,,19137.0,,,,,,,,
13206,New York,,,16245.0,,,,,,,,
13207,New York,,,12290.0,,,,,,,,
13208,New York,,,22993.0,,,,,,,,
13209,New York,,,12714.0,,,,,,,,
13210,New York,,,19803.0,,,,,,,,
13211,New York,,,6111.0,,,,,,,,
13212,New York,,,19917.0,,,,,,,,
13214,New York,,,8702.0,,,,,,,,
13215,New York,,,14751.0,,,,,,,,
13219,New York,,,14744.0,,,,,,,,
13224,New York,,,8659.0,,,,,,,,
13244,New York,,,9683.0,,,,,,,,
13290,New York,,,0.0,,,,,,,,
13301,New York,,,69.0,,,,,,,,
13302,New York,,,1289.0,,,,,,,,
13303,New York,,,1410.0,,,,,,,,
13304,New York,,,1653.0,,,,,,,,
13305,New York,,,403.0,,,,,,,,
13308,New York,,,3862.0,,,,,,,,
13309,New York,,,5825.0,,,,,,,,
13310,New York,,,654.0,,,,,,,,
13312,New York,,,228.0,,,,,,,,
13313,New York,,,586.0,,,,,,,,
13314,New York,,,118.0,,,,,,,,
13315,New York,,,1237.0,,,,,,,,
13316,New York,,,6063.0,,,,,,,,
13317,New York,,,3888.0,,,,,,,,
13318,New York,,,896.0,,,,,,,,
13319,New York,,,344.0,,,,,,,,
13320,New York,,,1971.0,,,,,,,,
13321,New York,,,678.0,,,,,,,,
13322,New York,,,1172.0,,,,,,,,
13323,New York,,,11078.0,,,,,,,,
13324,New York,,,1729.0,,,,,,,,
13325,New York,,,918.0,,,,,,,,
13326,New York,,,4586.0,,,,,,,,
13327,New York,,,2009.0,,,,,,,,
13328,New York,,,1311.0,,,,,,,,
13329,New York,,,3256.0,,,,,,,,
13331,New York,,,204.0,,,,,,,,
13332,New York,,,2577.0,,,,,,,,
13333,New York,,,46.0,,,,,,,,
13334,New York,,,1067.0,,,,,,,,
13335,New York,,,1511.0,,,,,,,,
13337,New York,,,607.0,,,,,,,,
13338,New York,,,1280.0,,,,,,,,
13339,New York,,,6010.0,,,,,,,,
13340,New York,,,7404.0,,,,,,,,
13342,New York,,,255.0,,,,,,,,
13343,New York,,,1606.0,,,,,,,,
13345,New York,,,217.0,,,,,,,,
13346,New York,,,6406.0,,,,,,,,
13348,New York,,,1409.0,,,,,,,,
13350,New York,,,9522.0,,,,,,,,
13352,New York,,,25.0,,,,,,,,
13353,New York,,,63.0,,,,,,,,
13354,New York,,,3554.0,,,,,,,,
13355,New York,,,780.0,,,,,,,,
13357,New York,,,10167.0,,,,,,,,
13360,New York,,,227.0,,,,,,,,
13361,New York,,,725.0,,,,,,,,
13363,New York,,,1981.0,,,,,,,,
13364,New York,,,333.0,,,,,,,,
13365,New York,,,8578.0,,,,,,,,
13367,New York,,,8601.0,,,,,,,,
13368,New York,,,1129.0,,,,,,,,
13402,New York,,,1133.0,,,,,,,,
13403,New York,,,7388.0,,,,,,,,
13404,New York,,,159.0,,,,,,,,
13406,New York,,,486.0,,,,,,,,
13407,New York,,,5042.0,,,,,,,,
13408,New York,,,3391.0,,,,,,,,
13409,New York,,,2144.0,,,,,,,,
13410,New York,,,508.0,,,,,,,,
13411,New York,,,2999.0,,,,,,,,
13413,New York,,,16742.0,,,,,,,,
13415,New York,,,73.0,,,,,,,,
13416,New York,,,2369.0,,,,,,,,
13417,New York,,,3880.0,,,,,,,,
13418,New York,,,97.0,,,,,,,,
13420,New York,,,1055.0,,,,,,,,
13421,New York,,,12771.0,,,,,,,,
13424,New York,,,2306.0,,,,,,,,
13425,New York,,,2010.0,,,,,,,,
13428,New York,,,1689.0,,,,,,,,
13431,New York,,,1847.0,,,,,,,,
13433,New York,,,1686.0,,,,,,,,
13435,New York,,,218.0,,,,,,,,
13436,New York,,,135.0,,,,,,,,
13437,New York,,,254.0,,,,,,,,
13438,New York,,,3065.0,,,,,,,,
13439,New York,,,3681.0,,,,,,,,
13440,New York,,,41555.0,,,,,,,,
13441,New York,,,68.0,,,,,,,,
13450,New York,,,143.0,,,,,,,,
13452,New York,,,4792.0,,,,,,,,
13454,New York,,,735.0,,,,,,,,
13455,New York,,,74.0,,,,,,,,
13456,New York,,,3848.0,,,,,,,,
13457,New York,,,26.0,,,,,,,,
13459,New York,,,1888.0,,,,,,,,
13460,New York,,,4182.0,,,,,,,,
13461,New York,,,3047.0,,,,,,,,
13464,New York,,,1207.0,,,,,,,,
13468,New York,,,256.0,,,,,,,,
13469,New York,,,855.0,,,,,,,,
13470,New York,,,877.0,,,,,,,,
13471,New York,,,2806.0,,,,,,,,
13472,New York,,,259.0,,,,,,,,
13473,New York,,,982.0,,,,,,,,
13475,New York,,,44.0,,,,,,,,
13476,New York,,,2572.0,,,,,,,,
13477,New York,,,1498.0,,,,,,,,
13478,New York,,,3078.0,,,,,,,,
13480,New York,,,3321.0,,,,,,,,
13482,New York,,,108.0,,,,,,,,
13483,New York,,,377.0,,,,,,,,
13484,New York,,,100.0,,,,,,,,
13485,New York,,,1779.0,,,,,,,,
13486,New York,,,646.0,,,,,,,,
13488,New York,,,103.0,,,,,,,,
13489,New York,,,576.0,,,,,,,,
13490,New York,,,1031.0,,,,,,,,
13491,New York,,,3431.0,,,,,,,,
13492,New York,,,11250.0,,,,,,,,
13493,New York,,,2428.0,,,,,,,,
13494,New York,,,346.0,,,,,,,,
13495,New York,,,1841.0,,,,,,,,
13501,New York,,,38931.0,,,,,,,,
13502,New York,,,34037.0,,,,,,,,
13601,New York,,,36839.0,,,,,,,,
13602,New York,,,2440.0,,,,,,,,
13603,New York,,,14136.0,,,,,,,,
13605,New York,,,5259.0,,,,,,,,
13606,New York,,,2468.0,,,,,,,,
13607,New York,,,2020.0,,,,,,,,
13608,New York,,,1676.0,,,,,,,,
13611,New York,,,147.0,,,,,,,,
13612,New York,,,2865.0,,,,,,,,
13613,New York,,,2931.0,,,,,,,,
13614,New York,,,214.0,,,,,,,,
13615,New York,,,700.0,,,,,,,,
13616,New York,,,1430.0,,,,,,,,
13617,New York,,,12431.0,,,,,,,,
13618,New York,,,1771.0,,,,,,,,
13619,New York,,,10578.0,,,,,,,,
13620,New York,,,2298.0,,,,,,,,
13621,New York,,,589.0,,,,,,,,
13622,New York,,,1859.0,,,,,,,,
13623,New York,,,68.0,,,,,,,,
13624,New York,,,4650.0,,,,,,,,
13625,New York,,,1792.0,,,,,,,,
13626,New York,,,2202.0,,,,,,,,
13628,New York,,,330.0,,,,,,,,
13630,New York,,,1184.0,,,,,,,,
13632,New York,,,118.0,,,,,,,,
13633,New York,,,389.0,,,,,,,,
13634,New York,,,3570.0,,,,,,,,
13635,New York,,,1279.0,,,,,,,,
13636,New York,,,141.0,,,,,,,,
13637,New York,,,5212.0,,,,,,,,
13638,New York,,,157.0,,,,,,,,
13639,New York,,,23.0,,,,,,,,
13640,New York,,,318.0,,,,,,,,
13641,New York,,,91.0,,,,,,,,
13642,New York,,,9043.0,,,,,,,,
13643,New York,,,193.0,,,,,,,,
13645,New York,,,0.0,,,,,,,,
13646,New York,,,2546.0,,,,,,,,
13647,New York,,,26.0,,,,,,,,
13648,New York,,,2236.0,,,,,,,,
13649,New York,,,56.0,,,,,,,,
13650,New York,,,1236.0,,,,,,,,
13651,New York,,,147.0,,,,,,,,
13652,New York,,,2067.0,,,,,,,,
13654,New York,,,2073.0,,,,,,,,
13655,New York,,,3694.0,,,,,,,,
13656,New York,,,2942.0,,,,,,,,
13658,New York,,,2189.0,,,,,,,,
13659,New York,,,386.0,,,,,,,,
13660,New York,,,1774.0,,,,,,,,
13661,New York,,,1908.0,,,,,,,,
13662,New York,,,15556.0,,,,,,,,
13664,New York,,,384.0,,,,,,,,
13665,New York,,,465.0,,,,,,,,
13666,New York,,,234.0,,,,,,,,
13667,New York,,,3476.0,,,,,,,,
13668,New York,,,3563.0,,,,,,,,
13669,New York,,,15542.0,,,,,,,,
13670,New York,,,378.0,,,,,,,,
13672,New York,,,449.0,,,,,,,,
13673,New York,,,2097.0,,,,,,,,
13674,New York,,,178.0,,,,,,,,
13675,New York,,,54.0,,,,,,,,
13676,New York,,,12874.0,,,,,,,,
13678,New York,,,20.0,,,,,,,,
13679,New York,,,1205.0,,,,,,,,
13680,New York,,,1186.0,,,,,,,,
