zipcode,month,total_rat_sightings,mature_rat_sightings,resolved_within_30_days,not_resolved_within_30_days,percent_resolved_within_30_days,median_resolution_days,average_resolution_days,p90_resolution_days,represented_inspections,inspected_restaurants,inspections_with_04k,percent_inspections_with_04k
10280,2025-09-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10280,2025-10-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10280,2025-11-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10280,2025-12-01T00:00:00.000Z,2,2,2,0,100.00,1.85,1.85,3.71,2,2,0,0.00
10280,2026-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10280,2026-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10280,2026-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,4,4,0,0.00
10280,2026-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10280,2026-05-01T00:00:00.000Z,1,1,1,0,100.00,12.13,12.13,12.13,3,3,0,0.00
10280,2026-06-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10280,2026-08-01T00:00:00.000Z,null,null,null,null,null,null,null,null,4,3,0,0.00
10281,2025-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10281,2025-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10281,2025-07-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
10281,2025-08-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10281,2025-09-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
10281,2025-10-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10281,2025-12-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10281,2026-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
10281,2026-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10281,2026-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
10281,2026-06-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10282,2025-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10282,2025-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10282,2025-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10282,2025-05-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10282,2025-06-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,null,null,null,null
10282,2025-07-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10282,2025-08-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10282,2025-09-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
10282,2025-11-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,1,1,0,0.00
10282,2025-12-01T00:00:00.000Z,null,null,null,null,null,null,null,null,4,4,0,0.00
10282,2026-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10282,2026-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
10282,2026-05-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10282,2026-06-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10301,2025-01-01T00:00:00.000Z,7,7,7,0,100.00,9.0,6.79,12.71,6,6,0,0.00
10301,2025-02-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,7,7,0,0.00
10301,2025-03-01T00:00:00.000Z,4,4,4,0,100.00,0.0,2.11,8.46,8,7,0,0.00
10301,2025-04-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.00,0.00,2,2,0,0.00
10301,2025-05-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,8,8,0,0.00
10301,2025-06-01T00:00:00.000Z,6,6,6,0,100.00,0.0,3.53,21.21,9,8,0,0.00
10301,2025-07-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.02,0.08,14,13,0,0.00
10301,2025-08-01T00:00:00.000Z,8,8,8,0,100.00,0.42,2.96,12.88,7,7,2,28.57
10301,2025-09-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.22,0.88,10,10,0,0.00
10301,2025-10-01T00:00:00.000Z,4,4,4,0,100.00,0.06,4.54,18.04,13,13,0,0.00
10301,2025-11-01T00:00:00.000Z,null,null,null,null,null,null,null,null,7,7,0,0.00
10301,2025-12-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,6,6,0,0.00
10301,2026-01-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,12,10,0,0.00
10301,2026-02-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.00,0.00,5,4,0,0.00
10301,2026-03-01T00:00:00.000Z,2,2,1,1,50.00,0.0,0.00,0.00,4,4,0,0.00
10301,2026-04-01T00:00:00.000Z,2,2,2,0,100.00,1.08,1.08,2.17,10,10,0,0.00
10301,2026-05-01T00:00:00.000Z,6,6,5,1,83.33,16.63,18.99,37.46,6,6,0,0.00
10301,2026-06-01T00:00:00.000Z,3,3,3,0,100.00,15.13,17.82,25.42,11,11,0,0.00
10301,2026-07-01T00:00:00.000Z,1,1,0,1,0.00,32.92,32.92,32.92,8,8,0,0.00
10301,2026-08-01T00:00:00.000Z,5,2,1,1,50.00,22.04,22.04,22.04,6,6,0,0.00
10301,2026-09-01T00:00:00.000Z,2,0,0,0,null,null,null,null,1,1,0,0.00
10302,2025-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
10302,2025-02-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,1,1,0,0.00
10302,2025-03-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,3,3,0,0.00
10302,2025-04-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,7,7,0,0.00
10302,2025-05-01T00:00:00.000Z,7,7,7,0,100.00,0.0,0.16,1.13,2,2,0,0.00
10302,2025-06-01T00:00:00.000Z,4,4,4,0,100.00,0.08,0.97,3.71,4,4,0,0.00
10302,2025-07-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,8,8,0,0.00
10302,2025-08-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.00,0.00,4,4,0,0.00
10302,2025-09-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,4,4,0,0.00
10302,2025-10-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.43,1.29,1,1,0,0.00
10302,2025-11-01T00:00:00.000Z,3,3,3,0,100.00,1.21,0.90,1.50,7,7,1,14.29
10302,2025-12-01T00:00:00.000Z,null,null,null,null,null,null,null,null,8,8,0,0.00
10302,2026-01-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,5,5,0,0.00
10302,2026-02-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,null,null,null,null
10302,2026-03-01T00:00:00.000Z,4,4,4,0,100.00,0.0,2.30,9.21,13,10,0,0.00
10302,2026-04-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.71,2.13,12,12,0,0.00
10302,2026-05-01T00:00:00.000Z,5,5,4,1,80.00,6.23,9.86,22.96,7,7,0,0.00
10302,2026-06-01T00:00:00.000Z,3,3,0,3,0.00,null,null,null,9,9,0,0.00
10302,2026-07-01T00:00:00.000Z,2,2,1,1,50.00,29.58,29.58,32.92,2,2,0,0.00
10302,2026-08-01T00:00:00.000Z,7,7,3,4,42.86,26.21,22.77,35.46,2,2,0,0.00
10302,2026-09-01T00:00:00.000Z,3,0,0,0,null,null,null,null,1,1,0,0.00
10303,2025-01-01T00:00:00.000Z,6,6,6,0,100.00,0.0,3.10,15.42,1,1,0,0.00
10303,2025-02-01T00:00:00.000Z,3,3,3,0,100.00,2.08,3.72,7.08,2,2,0,0.00
10303,2025-03-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,null,null,null,null
10303,2025-04-01T00:00:00.000Z,6,6,6,0,100.00,0.0,1.19,6.50,3,3,0,0.00
10303,2025-05-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,2,2,0,0.00
10303,2025-06-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.00,0.00,1,1,0,0.00
10303,2025-07-01T00:00:00.000Z,6,6,6,0,100.00,0.0,1.33,7.96,1,1,0,0.00
10303,2025-08-01T00:00:00.000Z,4,4,4,0,100.00,0.0,5.01,20.04,null,null,null,null
10303,2025-09-01T00:00:00.000Z,2,2,2,0,100.00,1.13,1.13,2.25,4,4,0,0.00
10303,2025-10-01T00:00:00.000Z,3,3,3,0,100.00,7.25,5.79,10.13,7,7,1,14.29
10303,2025-11-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,5,5,0,0.00
10303,2025-12-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.00,0.00,1,1,0,0.00
10303,2026-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10303,2026-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10303,2026-03-01T00:00:00.000Z,5,5,5,0,100.00,0.0,3.39,16.96,null,null,null,null
10303,2026-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,5,5,0,0.00
10303,2026-05-01T00:00:00.000Z,8,8,8,0,100.00,8.02,9.82,18.92,3,3,0,0.00
10303,2026-06-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
10303,2026-07-01T00:00:00.000Z,2,2,0,2,0.00,null,null,null,4,4,0,0.00
10303,2026-08-01T00:00:00.000Z,7,5,2,3,40.00,15.33,15.33,20.42,null,null,null,null
10303,2026-09-01T00:00:00.000Z,2,0,0,0,null,null,null,null,5,5,0,0.00
10304,2025-01-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,2,2,0,0.00
10304,2025-02-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,5,5,0,0.00
10304,2025-03-01T00:00:00.000Z,4,4,4,0,100.00,0.0,5.17,20.67,null,null,null,null
10304,2025-04-01T00:00:00.000Z,7,7,7,0,100.00,0.0,0.00,0.00,2,2,0,0.00
10304,2025-05-01T00:00:00.000Z,10,10,10,0,100.00,0.0,0.29,0.08,3,2,0,0.00
10304,2025-06-01T00:00:00.000Z,4,4,4,0,100.00,2.15,5.82,19.00,4,4,0,0.00
10304,2025-07-01T00:00:00.000Z,16,16,16,0,100.00,0.0,1.77,8.96,5,5,0,0.00
10304,2025-08-01T00:00:00.000Z,7,7,7,0,100.00,0.0,7.61,24.83,3,3,0,0.00
10304,2025-09-01T00:00:00.000Z,3,3,3,0,100.00,0.0,1.93,5.79,7,6,0,0.00
10304,2025-10-01T00:00:00.000Z,6,6,6,0,100.00,0.65,2.39,6.96,5,5,0,0.00
10304,2025-11-01T00:00:00.000Z,4,4,4,0,100.00,0.0,1.03,4.13,2,2,0,0.00
10304,2025-12-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,1,1,0,0.00
10304,2026-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10304,2026-02-01T00:00:00.000Z,3,3,3,0,100.00,0.21,0.14,0.21,6,5,0,0.00
10304,2026-03-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.00,0.00,5,5,0,0.00
10304,2026-04-01T00:00:00.000Z,5,5,5,0,100.00,0.0,1.55,4.67,4,3,0,0.00
10304,2026-05-01T00:00:00.000Z,3,3,3,0,100.00,3.88,6.99,14.38,6,6,0,0.00
10304,2026-06-01T00:00:00.000Z,3,3,3,0,100.00,19.29,19.74,27.88,1,1,0,0.00
10304,2026-07-01T00:00:00.000Z,3,3,2,1,66.67,17.17,23.67,46.92,6,6,0,0.00
10304,2026-08-01T00:00:00.000Z,6,4,3,1,75.00,6.38,8.96,16.92,8,8,0,0.00
10304,2026-09-01T00:00:00.000Z,4,0,0,0,null,null,null,null,null,null,null,null
10305,2025-01-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,null,null,null,null
10305,2025-02-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,3,3,0,0.00
10305,2025-03-01T00:00:00.000Z,3,3,3,0,100.00,2.08,2.47,4.13,2,2,0,0.00
10305,2025-04-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,6,6,0,0.00
10305,2025-05-01T00:00:00.000Z,7,7,7,0,100.00,0.0,0.42,2.92,3,3,0,0.00
10305,2025-06-01T00:00:00.000Z,6,6,6,0,100.00,9.17,7.75,18.79,6,6,0,0.00
10305,2025-07-01T00:00:00.000Z,4,4,4,0,100.00,0.0,2.85,11.42,5,5,0,0.00
10305,2025-08-01T00:00:00.000Z,7,7,7,0,100.00,0.0,1.99,13.92,5,5,0,0.00
10305,2025-09-01T00:00:00.000Z,7,7,7,0,100.00,0.0,2.54,17.79,12,11,0,0.00
10305,2025-10-01T00:00:00.000Z,3,3,3,0,100.00,5.79,3.86,5.79,10,10,1,10.00
10305,2025-11-01T00:00:00.000Z,2,2,2,0,100.00,0.98,0.98,1.96,8,8,0,0.00
10305,2025-12-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,3,3,0,0.00
10305,2026-01-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,7,7,0,0.00
10305,2026-02-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,9,9,0,0.00
10305,2026-03-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,6,6,0,0.00
10305,2026-04-01T00:00:00.000Z,10,10,10,0,100.00,4.4,4.62,10.00,3,3,0,0.00
10305,2026-05-01T00:00:00.000Z,5,5,4,1,80.00,9.08,30.13,117.13,9,9,0,0.00
10305,2026-06-01T00:00:00.000Z,2,2,2,0,100.00,22.23,22.23,28.25,11,11,0,0.00
10305,2026-07-01T00:00:00.000Z,3,3,2,1,66.67,29.08,35.78,57.29,7,7,0,0.00
10305,2026-08-01T00:00:00.000Z,17,11,4,7,36.36,13.33,19.18,40.04,10,10,0,0.00
10305,2026-09-01T00:00:00.000Z,2,0,0,0,null,null,null,null,4,4,0,0.00
10306,2025-01-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,8,8,0,0.00
10306,2025-02-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,4,4,0,0.00
10306,2025-03-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.00,0.00,6,6,0,0.00
10306,2025-04-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.54,2.17,2,2,0,0.00
10306,2025-05-01T00:00:00.000Z,16,16,16,0,100.00,0.0,1.13,5.67,6,6,0,0.00
10306,2025-06-01T00:00:00.000Z,8,8,8,0,100.00,0.0,2.04,7.21,1,1,0,0.00
10306,2025-07-01T00:00:00.000Z,12,12,12,0,100.00,0.0,0.00,0.00,16,16,0,0.00
10306,2025-08-01T00:00:00.000Z,3,3,2,1,66.67,0.0,14.86,44.58,12,12,0,0.00
10306,2025-09-01T00:00:00.000Z,6,6,6,0,100.00,0.0,4.26,24.92,12,12,0,0.00
10306,2025-10-01T00:00:00.000Z,9,9,9,0,100.00,2.13,4.61,13.67,6,6,0,0.00
10306,2025-11-01T00:00:00.000Z,1,1,1,0,100.00,13.33,13.33,13.33,11,11,0,0.00
10306,2025-12-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,16,16,1,6.25
10306,2026-01-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.33,0.88,15,14,0,0.00
10306,2026-02-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,15,15,0,0.00
10306,2026-03-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,24,24,0,0.00
10306,2026-04-01T00:00:00.000Z,5,5,5,0,100.00,4.79,5.38,11.92,7,7,0,0.00
10306,2026-05-01T00:00:00.000Z,4,4,4,0,100.00,15.15,15.36,21.00,11,11,0,0.00
10306,2026-06-01T00:00:00.000Z,9,9,6,3,66.67,12.25,15.01,23.75,7,7,0,0.00
10306,2026-07-01T00:00:00.000Z,10,10,5,5,50.00,25.33,25.14,49.88,5,5,0,0.00
10306,2026-08-01T00:00:00.000Z,18,12,3,9,25.00,28.25,25.46,39.25,8,8,0,0.00
10306,2026-09-01T00:00:00.000Z,4,0,0,0,null,null,null,null,4,4,0,0.00
10307,2025-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10307,2025-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10307,2025-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
10307,2025-05-01T00:00:00.000Z,null,null,null,null,null,null,null,null,5,5,0,0.00
10307,2025-06-01T00:00:00.000Z,1,1,1,0,100.00,16.29,16.29,16.29,2,2,0,0.00
10307,2025-08-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10307,2025-09-01T00:00:00.000Z,null,null,null,null,null,null,null,null,4,4,1,25.00
10307,2025-10-01T00:00:00.000Z,2,2,2,0,100.00,0.88,0.88,1.75,3,3,0,0.00
10307,2025-11-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,1,1,0,0.00
10307,2025-12-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,null,null,null,null
10307,2026-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10307,2026-03-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,5,5,0,0.00
10307,2026-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10307,2026-05-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10307,2026-06-01T00:00:00.000Z,null,null,null,null,null,null,null,null,6,6,0,0.00
10307,2026-07-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10307,2026-08-01T00:00:00.000Z,2,1,0,1,0.00,null,null,null,4,4,0,0.00
10307,2026-09-01T00:00:00.000Z,1,0,0,0,null,null,null,null,null,null,null,null
10308,2025-01-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,null,null,null,null
10308,2025-02-01T00:00:00.000Z,4,4,4,0,100.00,4.54,4.57,5.08,2,2,0,0.00
10308,2025-03-01T00:00:00.000Z,2,2,2,0,100.00,1.98,1.98,3.96,3,3,0,0.00
10308,2025-04-01T00:00:00.000Z,12,12,12,0,100.00,2.52,3.96,10.92,1,1,0,0.00
10308,2025-05-01T00:00:00.000Z,7,7,7,0,100.00,0.0,1.81,8.88,2,2,0,0.00
10308,2025-06-01T00:00:00.000Z,11,11,11,0,100.00,0.0,2.95,10.29,1,1,0,0.00
10308,2025-07-01T00:00:00.000Z,5,5,5,0,100.00,0.0,2.28,11.38,3,3,0,0.00
10308,2025-08-01T00:00:00.000Z,4,4,4,0,100.00,6.35,6.36,12.75,3,3,0,0.00
10308,2025-09-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,2,2,0,0.00
10308,2025-11-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,3,3,0,0.00
10308,2025-12-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,3,3,0,0.00
10308,2026-02-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,2,2,0,0.00
10308,2026-03-01T00:00:00.000Z,2,2,2,0,100.00,3.06,3.06,6.13,4,4,0,0.00
10308,2026-04-01T00:00:00.000Z,1,1,1,0,100.00,10.75,10.75,10.75,4,4,0,0.00
10308,2026-05-01T00:00:00.000Z,10,10,7,3,70.00,21.79,22.94,49.92,8,8,1,12.50
10308,2026-06-01T00:00:00.000Z,9,9,4,5,44.44,15.25,18.48,38.42,8,8,0,0.00
10308,2026-07-01T00:00:00.000Z,16,16,5,11,31.25,21.38,18.69,22.33,1,1,0,0.00
10308,2026-08-01T00:00:00.000Z,2,2,1,1,50.00,8.21,8.21,8.21,4,4,0,0.00
10308,2026-09-01T00:00:00.000Z,4,0,0,0,null,null,null,null,2,2,0,0.00
10309,2025-01-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,4,4,0,0.00
10309,2025-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10309,2025-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,7,7,0,0.00
10309,2025-04-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,4,4,0,0.00
10309,2025-05-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.74,2.96,1,1,0,0.00
10309,2025-06-01T00:00:00.000Z,7,7,7,0,100.00,0.0,1.93,13.54,null,null,null,null
10309,2025-07-01T00:00:00.000Z,1,1,1,0,100.00,3.38,3.38,3.38,5,5,0,0.00
10309,2025-08-01T00:00:00.000Z,4,4,4,0,100.00,0.0,1.45,5.79,12,12,0,0.00
10309,2025-09-01T00:00:00.000Z,5,5,5,0,100.00,0.0,5.98,20.00,5,5,0,0.00
10309,2025-10-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,13,13,0,0.00
10309,2025-11-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,4,4,0,0.00
10309,2025-12-01T00:00:00.000Z,3,3,3,0,100.00,0.0,5.96,17.88,5,5,0,0.00
10309,2026-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,7,7,0,0.00
10309,2026-02-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,10,10,0,0.00
10309,2026-03-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,5,5,0,0.00
10309,2026-04-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,4,4,0,0.00
10309,2026-05-01T00:00:00.000Z,4,4,3,1,75.00,14.15,17.42,34.33,null,null,null,null
10309,2026-06-01T00:00:00.000Z,6,6,3,3,50.00,22.46,21.26,28.04,8,8,0,0.00
10309,2026-07-01T00:00:00.000Z,4,4,0,4,0.00,null,null,null,6,6,0,0.00
10309,2026-08-01T00:00:00.000Z,2,0,0,0,null,null,null,null,2,2,0,0.00
10309,2026-09-01T00:00:00.000Z,1,0,0,0,null,null,null,null,2,2,0,0.00
10310,2025-01-01T00:00:00.000Z,4,4,4,0,100.00,4.5,5.63,13.50,5,5,0,0.00
10310,2025-02-01T00:00:00.000Z,2,2,2,0,100.00,3.17,3.17,6.33,1,1,0,0.00
10310,2025-03-01T00:00:00.000Z,7,7,7,0,100.00,0.0,0.00,0.00,2,2,0,0.00
10310,2025-04-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,null,null,null,null
10310,2025-05-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,8,8,0,0.00
10310,2025-06-01T00:00:00.000Z,10,10,10,0,100.00,0.0,0.23,0.00,1,1,0,0.00
10310,2025-07-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.01,0.08,null,null,null,null
10310,2025-08-01T00:00:00.000Z,12,12,12,0,100.00,0.0,5.28,17.67,1,1,0,0.00
10310,2025-09-01T00:00:00.000Z,3,3,3,0,100.00,0.0,2.03,6.08,12,12,0,0.00
10310,2025-10-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,2,2,0,0.00
10310,2025-11-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,1,1,0,0.00
10310,2025-12-01T00:00:00.000Z,null,null,null,null,null,null,null,null,10,10,0,0.00
10310,2026-01-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,3,3,0,0.00
10310,2026-02-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,2,2,0,0.00
10310,2026-03-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.02,0.13,15,14,1,6.67
10310,2026-04-01T00:00:00.000Z,7,7,7,0,100.00,6.29,5.61,11.04,7,7,0,0.00
10310,2026-05-01T00:00:00.000Z,5,5,4,1,80.00,14.46,16.99,37.08,5,5,0,0.00
10310,2026-06-01T00:00:00.000Z,9,9,7,2,77.78,20.0,21.52,27.42,4,4,0,0.00
10310,2026-07-01T00:00:00.000Z,5,5,2,3,40.00,15.13,15.13,20.04,4,4,0,0.00
10310,2026-08-01T00:00:00.000Z,9,6,4,2,66.67,6.1,10.96,29.17,3,3,0,0.00
10310,2026-09-01T00:00:00.000Z,2,0,0,0,null,null,null,null,1,1,0,0.00
10312,2025-02-01T00:00:00.000Z,3,3,3,0,100.00,0.0,5.96,17.88,5,5,0,0.00
10312,2025-03-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,4,4,0,0.00
10312,2025-04-01T00:00:00.000Z,9,9,9,0,100.00,0.0,0.44,3.96,4,4,0,0.00
10312,2025-05-01T00:00:00.000Z,10,10,10,0,100.00,0.0,0.97,1.92,6,6,0,0.00
10312,2025-06-01T00:00:00.000Z,17,17,17,0,100.00,0.0,1.20,2.88,null,null,null,null
10312,2025-07-01T00:00:00.000Z,7,7,7,0,100.00,0.0,1.02,5.83,null,null,null,null
10312,2025-08-01T00:00:00.000Z,18,18,18,0,100.00,0.0,3.26,16.75,5,5,0,0.00
10312,2025-09-01T00:00:00.000Z,9,9,9,0,100.00,0.0,0.64,3.29,11,11,0,0.00
10312,2025-10-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.00,0.00,11,11,0,0.00
10312,2025-11-01T00:00:00.000Z,null,null,null,null,null,null,null,null,7,7,0,0.00
10312,2025-12-01T00:00:00.000Z,null,null,null,null,null,null,null,null,10,10,0,0.00
10312,2026-01-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,1,1,0,0.00
10312,2026-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10312,2026-03-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.00,0.00,9,9,0,0.00
10312,2026-04-01T00:00:00.000Z,7,7,7,0,100.00,9.79,9.23,13.25,1,1,0,0.00
10312,2026-05-01T00:00:00.000Z,18,18,15,3,83.33,9.08,13.69,27.17,9,9,0,0.00
10312,2026-06-01T00:00:00.000Z,22,22,16,6,72.73,9.21,13.25,30.08,7,7,0,0.00
10312,2026-07-01T00:00:00.000Z,9,9,3,6,33.33,8.21,13.43,26.08,4,4,0,0.00
10312,2026-08-01T00:00:00.000Z,8,6,0,6,0.00,null,null,null,3,3,0,0.00
10312,2026-09-01T00:00:00.000Z,1,0,0,0,null,null,null,null,1,1,0,0.00
10314,2025-01-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,13,12,1,7.69
10314,2025-02-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.00,0.00,6,6,0,0.00
10314,2025-03-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.04,0.21,9,9,0,0.00
10314,2025-04-01T00:00:00.000Z,4,4,4,0,100.00,1.44,3.03,9.25,15,15,0,0.00
10314,2025-05-01T00:00:00.000Z,7,7,7,0,100.00,0.0,0.07,0.50,13,13,0,0.00
10314,2025-06-01T00:00:00.000Z,16,16,16,0,100.00,0.0,0.73,3.71,12,12,0,0.00
10314,2025-07-01T00:00:00.000Z,13,13,13,0,100.00,0.0,1.92,8.92,4,4,0,0.00
